TicketId,Text
737,خب اگر رفرش میکردم جواب ها میپرید
737,این کده رو باید از کجا ببینیم؟ ببخشید چون من یه 10 دیقه آخر لایو رو نبودیم نفهمیدم چی شد
737,سلام خدا قوت
737,برای تیم بندی باید رشته هامون (پردازش متن یا عکس) یکی باشه؟
737,ای کاش میشد کد هایی که داخل فیلم های جلسه های پیاده سازی نوشته شده رو در اختیارمون قرار میدادید
737,مسئله انتهایی دوره که که مسئله واقعی توی جامعه هست رو خودمون باید انتخاب کنید یا شما انتخاب می کنید؟
737,سلام خسته نباشید یه سوال داشتم در مورد بعد از کیبورد و آینده شغلی مون بنظرتون ادامه راه رو به صورت جدا پیش بریم بهتره یا درس بخونیم برای دانشگاه مثلا رشته مهندسی کامپیوتر بعد از اونجا هوش مصنوعی بخونیم یا نه اصلا دانشگاه خوب نیست اصلا درس نخونیم و سعی کنیم بیشتر یاد بگیریم که بعد 18 سالگی سریع استخدام بشیم؟ ممنون میشم یخورده راهنمایی ام کنین
737,؟سلام خدا قوت میگم اگه میشه سریعتر یه توضیحی در مورد بعد فاز دوم مون توی کانال اطلاع رسانی کنید که آماده تر باشیم. فقط یه سوال پروژه هارو میشه با کراس زد
737,سلام خسته نباشید یه سوال داشتم بعد فاز دوم آموزشی امکان دیدن دوره هست؟! چون ما امتحان هامون هنوز تموم نشده و این امتحانای آخر هم مهم ها هست اگه میشه امکانش رو بزارین که برسیم ببینیم.
737,سلام خسته نباشید بنده الان کلاس نهم هستم و تابستون ثبت نام کردم و توی پروفایل ام رو زدم کلاس هشتم الان این درسته یا باید تغییرش بدم؟ و اینکه اگه بخوام تغییر بدم الان نمیذاره اگه ممکنه این امکانش رو دوباره برام فعال کنید
737,سلام خسته نباشید یه سوال داشتم 3 نفره میشه توی محور اصلی شرکت کرد؟
737,"و البته یه سوال دیگه ما با دوره دومی ها هم مسابقه میدیم یا نه؟ یعنی مثلا اگه توی محور اصلی پردازش تصویر انتخاب کنیم ، بعد اگه جدا باشه مسابقاتمون دوره اول میشه 30 تومن دوره دوم میشه 35 ؟ بعد اگه اول بشیم مثلا میشه 15 تومن کلا چجوریه؟"
737,سلام خد قوت یه سوال داشتم مسابقه ما دوره اولی ها با دوره دومی ها یکیه؟ یعنی اون 75 میلیون واسه همه هست؟! 
738," operator پشتیبانی رویداد کی برد چطور میتونم کمکتون کنم ؟ سلام وقتتون بخیر.بنده پایه یازدهم گرافیک رایانه هستم . و کلی از هوش مصنوعی خوشم میاد و داخل این دوره هاتون ثبت نام کردم. سلام وقتتون بخیر.بنده پایه یاز... و الان که فیلم های آموزشی رو نگاه میکنم،تاجایی میتونم خودم رو با ریاضی و فرمول های ریاضی قانع کنم  .به دلیل اینکه من سه سال راهنمایی رو اما چیزی که هست  در دوره کرونا مجازی خوندیم ریاضی زیاد یادم نیست و در این سه سال دبیرستان که یک سال هم مونده بنده کتاب ریاضی ندارم و به دلیل این هم هست که نمیتونم امتیاز بالایی به دست بیارم، از شما میخاستم مشاوره بگیرم که چه راه حلی پیشنهاد میکنید. سوال بعد اینکه من تا به این ساعت دوتا از فیلم آموزشی شما رو دیدم و به سوالات پاسخ دادم  سوال بعد اینکه من تا به این سا... و تا الان ک پاسخ دادم برای من امتیازی ثبت نشده میتونم دلیلش رو بپرسم؟ ممنون میشم پاسخ بدید "
739,سلام وقتتون بخیر من تازه دیروز برایم پیام آمده که بورسیه شدم و امروز تاریخ ارسال تمرین های بخش عمومی را میبینم که نوشته تا ۱۹ تیر وقت دارم یعنی فقط یک روز چرا زمان اینقدر کم هست؟
739,یعنی الان منوکهامتیازم پایین هست هیچ تاثیری نداره؟
739,امتیاز بخش فردی در کجا استفاده میشود
740,سلام خسته نباشید ببخشید من در نصب برنامه vscode و پایتون به مشکل بر خوردم و نمی تونم تمرین ها رو ارسال کنم باید چی کار کنم . کامپیوترم ویندوز 7 هست و توی سایت برنامه vscode نصب فقط برای ویندوز 10 و 11 انجام میشه.
740,ببخشید بخش آموزشی جوابمو نمیده مهلت ارسال تمارین هم داره تموم میشه 
741,سلام وقتتون بخیر ببخشید ارسال فرستادن تمرین ها تا سه شنبه هست؟!؟ زمان کمی هست برای کسایی که جمعه ثبت نام کردن میشه تمدید بشه؟
742,سلام خسته نباشید ببخشید من ویدیو رو نمیبینم چون بلدم فقط به سوال ها جواب میدم ولی از 6 امتیاز 4 امتیاز میگیرم چرا .جواب کل سوال هارا درست جواب میدم ببخشید یه چیز دیگه هم هست من یه آموزشی دیدم همه ی جواب ها درست بود و آبی شد ولی امتیاز به من نداد چکار کنم
742,ببخشید ولی من کامل ویدیو رو نگاه میکنم فقط به من 6 نمره رو میده اگر نگاه نکنم نمیده
743,سلام خسته نباشید ببخشید من در نصب برنامه vscode و پایتون به مشکل بر خوردم و نمی تونم تمرین ها رو ارسال کنم باید چی کار کنم . کامپیوترم ویندوز 7 هست و توی سایت برنامه vscode نصب فقط برای ویندوز 10 و 11 انجام میشه
743,ببخشید من چطوری تمارین رو ارسال کنم؟
744,"سلام امروز از داخل کانال شاد رویداد متوجه شدم که مهلت ارسال تمرین ها چند وقت پیش تمام شده بود و تا ۱۹ تیر ماه یعنی فردا تمدید شده اما با توجه به اینکه دیروز به من پیامک قبولی در آزمون ارسال شد و من امروز داخل سایت ثبت نام کردم و وارد اکانت شدم، کلا «یک روز» فرصت دارم تا کل ویدیو ها رو مشاهده کنم و تمام تمرین ها رو ارسال کنم (در صورتی که باقی شرکت کنندگان رویداد ۲ ماه فرصت داشتند). امکانش هست که به من فرصت بیشتری داده بشه؟ چون تعداد ویدیوها خیلی زیاده و عملا در یک روز امکان تموم کردنشون وجود نداره."
745,سلامببخشید من هر کاری می کنم نمی توانم فایل تمرین جلسه ی کلان چالش ها و هوش مصنوعی قسمت 4 را بار گذاری کنم لطفا راهنمایی کنید ممنون میشوم
745,ممنون درست شد
746,سلام یک سوال دارم فاز اول آموزش حدود 105 روز دیگه تمام میشه ولی چرا مهلت ارسال تمرین برای من تا فردا شب هست؟ ممنون میشم جواب بدید.
746,سلام ببخشید می خواستم بگم من یک لحظه بر روی ثانیه آخر ویدیو اول پایتون زدم اما بعدش برای من تمام سوالات را حساب کرد و هیچ امتیازی برای پاسخ به سوالات به من نداده میشه بگید چکار کنم تا سوالات را دوباره جواب بدم چون اصلا سوالات را حل نکردم. ممنونم.
746,و یک چیز دیگه من کلا از دو سه روز پیش ثبت نام کردم بعد مهلت ارسال تمرین ها برای تمام محتوا ها تا 1403/04/19 بود بعد من تا این روز کلا دو روز وقت داشتم و نمی شد تمام محتوا ها را ببینم و از اونجایی که هنوز حدود 103 روز تا اتمام فاز اول مانده است نمیشه زمان بیشتری به من بدید تا تمرین ها رو بفرستم ممنون میشم چون الان ارسال تمرین ها برایم قفل شده
746,سلام خیلی ممنونم
746,سلام برای حدس خبر خوب مزاحم شدم😁😁😁 احیانا نمی خواهید امتیازات ویژه ای به کاربران بدید که باعث افزایش سرعت در امتیاز گیرشون بشه؟ مثلا نمی خواید تمرین ها و سوالات بیشتری قرار بدید یا سوالات خاص و اختصاصی با امتیازات بالا بگذارید؟
746,سلام تصویر ساخته شده توسط هوش مصنوعی D
746,DALL E3
746,درباره پیاده روی اربعین
746,سلام آیا امکان دارد مهلت چالش امشب را تا ساعت 24 تمدید کنید؟ ممنون میشم🙏🙏🙏
747,سلام ببخشید من تازه با دوره آشنا شدم و الان متوجه شدم که تمرینات رو تا فردا فقط میشه انجام داد در حالی که من الان ویدیو دوم رو تازه دیدم و ده تمرین دیگه مونده خواستم ببینم میشه مهلت ارسال تمرین رو تمدید کنید؟
748, سلام ببخشید من تازه با دوره آشنا شدم و الان متوجه شدم که تمرینات رو تا فردا فقط میشه انجام داد در حالی که من الان ویدیو دوم رو تازه دیدم و ده تمرین دیگه مونده خواستم ببینم میشه مهلت ارسال تمرین رو تمدید کنید؟
748,سلام خسته نباشید خواستم بپرسم که ویدیو های آموزشی بعد از پایان دوره هم برای ما میمونن و میتونیم ازشون استفاده کنیم؟
748,ممنون
749,اگه میشه زمان ارسال تمارین رو افزایش بدین من تازه عضو شدم در مجموعه 
750,سلام وقتتون بخیر ببخشید داخل قسمت تمرین ها زده شده که فرصت ارسال تا ساعت 12 شب سه شنبه 4/19 هست.  ما که از طریق بورسیه وارد رویداد شدیم حدودا 2 روز و نصف زمان برای ارسال تمارین داریم ولی افرادی که از همان ابتدا ثبت نام کردن حدودا سه ماه برای این کار زمان داشتن . اگه امکانش هست زمان بیشتری به ما برای ارسال تمارین بدهید.
750,خیلی ممنون از راهنماییتون حتما سعی میکنم خودم رو به رویداد برسونم .ولی ای کاش قانون سه امتیاز برای افرادی که از طریق بورسیه وارد شدن اعمال نمیشد تا شاید آنها هم بتوانند در رویداد همانند بقیه امتیازات را جمع آوری کنند.
750,بله این موضوع را میدانم. منظور من این بود که چون افراد بورسیه دیرتر وارد رویداد شدند و کلا دو روز برای ارسال تمرین در مهلت اولیه داشتند بهتر نیست که امتیاز آنها در مهلت ارسال دوم همان پنج امتیاز محاسبه شود؟
750,سلام خسته نباشید ببخشید من گزارشی ارسال نکردم ولی قسمت اول ویدئویی اموزشی پانداس برام گزارشش صفر خورده اگه امکانش هست درستش کنید. 
750,اینهم تصویرش
750,خیلی ممنون
750,ببخشید داخل لایو افتتاحیه المپیک گفته شد که تمرین هایی که نیاز به کد نویسی دارد باید فایل کد پایتون و فایل ورد در یک فایل زیپ قرار بگیره و ارسال بشه ولی داخل توضیحات تمرینات گفته به صورت پی دی اف ارسال بشه الان ما به چه شکلی ارسال کنیم؟
750,ممنون فقط لطفا تا فردا شب ارسال کنید تا مهلت ارسال پنج امتیازی قسمت جدید تموم نشده
750,با فرمت pdf ارسال کنیم و کد ها را به عنوان جواب هر سوال جلوی سوال داخل پی دی اف قرار بدیم؟
750,خیلی ممنون
750,سلام خسته نباشید ببخشید حتما باید فایل هایی که نیاز به کد دارند فایل pdf با فایل کد zip بشه و ارسال بشه یا میتونیم همون فایل pdf را لینک فایل کد که توی گوگل کولب هست را بزاریم؟
750,ممنون
750,سلام وقتتون بخیر ببخشید عکسی که گفتند در فیلم ریاضیات پایه در هوش مصنوعی (2) قسمت 2 با ان تمرین را انجام دهیم از کجا میتونیم دریافتش کنیم؟
750,ممنون
750,چرا همه امتیاز تمرینات من سه شده؟
750,یعنی پنج امتیاز را برای تمریناتی که در بازه اولیه ارسال شده را گرفته ام؟
750,ممنون
751,سلام وقتتون بخیر ببخشید داخل قسمت تمرین ها زده شده که فرصت ارسال تا ساعت 12 شب سه شنبه 4/19 هست.  ما که از طریق بورسیه وارد رویداد شدیم حدودا 2 روز و نصف زمان برای ارسال تمارین داریم ولی افرادی که از همان ابتدا ثبت نام کردن حدودا سه ماه برای این کار زمان داشتن . اگه امکانش هست زمان بیشتری به ما برای ارسال تمارین بدهید.
751,سلام وقتتون بخیر ببخشید داخل قسمت تمرین ها زده شده که فرصت ارسال تا ساعت 12 شب سه شنبه 4/19 هست. ما که از طریق بورسیه وارد رویداد شدیم حدودا 2 روز و نصف زمان برای ارسال تمارین داریم ولی افرادی که از همان ابتدا ثبت نام کردن حدودا سه ماه برای این کار زمان داشتن . اگه امکانش هست زمان بیشتری به ما برای ارسال تمارین بدهید.
751,جواب ؟
751,سلام خسته نباشید ببخشید من گزارشی ارسال نکردم ولی قسمت اول ویدئویی اموزشی پانداس برام گزارشش صفر خورده اگه امکانش هست درستش کنید.
751,این هم تصویرشه
751,.
751,ببخشید داخل لایو افتتاحیه المپیک گفته شد که تمرین هایی که نیاز به کد نویسی دارد باید فایل کد پایتون و فایل ورد در یک فایل زیپ قرار بگیره و ارسال بشه ولی داخل توضیحات تمرینات گفته به صورت پی دی اف ارسال بشه الان ما به چه شکلی ارسال کنیم؟
751,سلام و عرض ادب من شاید نرسم بقیه روز رو و به اینترنت دسترسی نداشته باشم . ممکنه زودتر اعلام کنید ؟ نمخوام تمرین ها رو از دست بدم
751,"سلام و عرض ادب ببخشید نحوه ارسال تمرین ها رو ارسال نکردید ! چجوری باید ارسال کنیم ، درقالب زیپ یا rar یا همون word ؟ قرار بود اعلام کنید"
751,"سلام ببخشید دوباره مزاحم شدم اطلاعیه کجا قرار گرفته ، من نه توی سایت و نه توی کانال شاد چیزی ندیدم"
751,"سلام و عرض ادب ببخشید برای تمرینات ، فایل های پایتون را با فرمت .py بنویسیم یا .ipynb ؟ "
752,"سلام و درود خدمت شما. امیدوارم ایام محرم را به خوبی سپری کرده باشید.  با احترام، درخواستی از حضورتان دارم. لطفاً امکان پاسخگویی به سؤالات مربوط به یکی از ویدیوها را برایم فراهم کنید. متأسفانه علیرغم افزایش سرعت پخش ویدیو، بدون هیچ جلو بردنی در محتوا، سؤالات برای من نمایش داده نشد و امکان پاسخگویی نداشتم.  خواهشمندم این موضوع را بررسی و اقدام لازم را مبذول فرمایید. اطمینان دارم با پیگیری شما، این مشکل به سرعت برطرف خواهد شد.  از توجه و همکاری شما صمیمانه سپاسگزارم.  با تشکر و احترام فراوان"
752,سلام خیلی ممنون 
753,سلام و وقت بخیر خدمت شما من در دوره 100آموزش هوش مصنوعی در تاریخ 15 ام  تیر ماه ثبت نام کرده ام. و از آن روز توانستم فقط قسمت 1و2و3 را مشاهده کنم و تمرینات مربوط به آن را حل کنم. تاریخ تحویل  تا 19 ام تیر ماه است. من نمی توانم. آیا امکان ارسال تمرینات پس از این تاریخ وجود دارد؟
753,با تشکر
754,سلام ببخشید الان هنوز هم فرصتی برای ثبت نام هست که به دوستانمون خبر بدیم ؟ 
754,سلام ببخشید لطفا خواهش میکنم یادگیری نظارت شده رو فرصت بدین دوباره محتوا زیاد بود و من و بیشتر دوستانم نتونستیم انجام بدیم چون امتحان ها هم دیر تر تموم شد
755,من دو فیلم اشنایی با هوش مصنوعی را سوالاتش را جواب دادم اما امتیازش برای من ثبت نشده 
756,سلام خسته نباشید بنده شانزدهم ثبت نام کردم و طبق سایت تا ۱۹ تیر باید تمارین تا قبل از یادگیری نظارت شده رو انجام بدم. میشه بفرمایید که چجوری باید همچین کاری انجام بدم توی سه روز؟ و اینکه اگر انجام ندم چه اتفاقی میافته؟
757,با توجه به ناقص بودن برخی تمرین های قبلی زمان این 5 جلسه‌ی جدید بسیار کوتاه است و انجام تمرین‌ها و سوالات آن نیز وقت میبرد و تقاضای تمدید مهلت این 5 جلسه‌ی آخر را دارم.
757,من در حال چک کردن تمرین ها بودم و متوجه شدم تمرین جلسه‌ی اخر من یک اشتباه جرئی دارد و به همین دلیل ساعت 11:59 دقیقه فایل جدید را می‌خواستم بارگذاری کنم که سایت پایان مهلت ارسال تمرین را نشان داد!!! و من 5 نمره از تمرین آخر نگرفتم در حالی که کامل آن را انجام داده‌ام. و علاوه بر این زمان تمارین 5 جلسه‌ی آخر بسیار کوتاه بود.
757,من برای ویرایش این دو جلسه اقدام کردم ولی الان هر دو جلسه را ارسال نشده می‌زند.
757,تمرین جلسه 4 و 5 یادگیری نظارت شده‌ی من کامل است اما من 10 امتیاز از این بخش از دست دادم.
757,ممنون از شما و پشتیبانی خوبتون😊❤
757,درود  برای قسمت چهارم برنامه نویسی پایتون(4) که تمرینی وجود ندارد برای قسمت تمرین چه چیزی باید ارسال کنیم؟
757,من برای این قسمت یک فایل خالی با فرم همیشگی تمرین ها ارسال کردم.
757,نماز خواندن امام حسین‌(ع) به همراه یاران ایشان در صحرای کربلا و واقعه عاشورا
757,صحرای کربلا و حضرت ابوالفضل(ع) در روز عاشورا
757,‌
757,عکس‌ها توسط DALL.
757,عکس‌ها توسط ابزار هوش‌مصنوعی DALL.E3 ساخته شده است
757,ممنون با توجه به جزئیات سعی می‌کنم به کمک هوش‌مصنوعی عکس‌هایی با جزئیات بهتر و دقیقتر بسازم 
757,خبر خوبتون اینه که قراره یه موضوعی بگین ما یه کاری انجام بدیم دربارش و امتیاز بگیریم بر اساس اون؟ یعنی منظورم اینه که یه فعالیت بر عهدهٔ خودمونه و مثل یه مسابقه میمونه؟
757,شاید قراره ایده‌های خلاقانه مطرح کنیم و امتیاز بگیریم!😂
757,درود وقت بخیر در تمرینات جلسه‌ی دوم یادگیری ماشین بدون نظارت برای سوال اول شکلی در فایل دیده نمی‌شه!
757,"درود شب خوش، من الان که مهلت ارسال تموم شده میخوام فایلمو بفرستم نمیشه، ولی با توجه به چیزی که اخرین بار در سایت گذاشتین من الان باید بتونم فایلمو اپلود کنم و ۳ امتیاز بگیرم درسته؟"
758,سلام وقتتون بخیر ببخشید میشه لطفا یه تغییری در سوالات داخل محتوای اموزشی ایجاد کنید؟ خیلی راحت بهم میریزه و هرسه سوال از دست میره اگر بشه همه رو جداگانه اخرسر بذارید یا روش های دیگه خیلی عالی میشه.
759,سلام برای من سوال سوم فیلم دوم و سوال سوم فیلم سوم رو نشون نداد چیکار باید بکنم؟
759,"سلام من در ویدیو ""معرفی هوش مصنوعی قسمت 2"" و ""کلان چالش ها و هوش مصنوعی قسمت 1"" مشکل داشتم"
759,سلام من فیلم آموزش پایتون(۴) قسمت۴ رو دیدم و به ۲ تا از سوالات پاسخ دادم ولی الان به سوال آخر نمی توانم پاسخ بدم و نمی توانم ویدیو بعدی رو ببینم 
760,سلام وقت بخیر تروخدااااا مهلت ارسال تمرین هارو یکممم دیگه بیشتر کنید من تازه دیروز دیدم یکی دو روز هم تمدید کنید حله ممنووون
761,سلام خسته نباشید امکان این وجود داره که محتوا های جلسه ی یهدگیری نظارت شده برای تمرین هاش مهلت بیشتری بدید من الان امدم نگاه فیلما کنم ۱۳ ام بارگذاری شده بود و ۱۹ ام از ما تمرین ها رو خواست خیلی مهلت کمی هست لطفا تجدیدی توی مهلت زمان یادگیری نظارت شده داشته باشید 🙏🙏🙏🙏🌷⚘♥️❤
762,سلام خسته نباشید میخواستم بدونم که محتوا های بعد یادگیری نظارت شده رو کی میذارین داخل سایت که بتونیم تماشا کنیم؟
763,سلام وقتتون بخیر ببخشید ارسال فرستادن تمرین ها تا سه شنبه هست؟!؟ زمان کمی هست برای کسایی که جمعه ثبت نام کردن میشه تمدید بشه؟
763,سلام وقتتون بخیر ببخشید من امروز دسترسی به سیستمم ندارم و از طرفی هم مهلت ارسال تمرین ها تا همین امروز هست نمیشه تمدید کنید
763,خواهش میکنم فرصت ارسال تمرین ها رو تمدید کنید برای افرادی مثل من که آخرین روز ثبت نام کردن و وارد دوره شدن فرصت کمی بود ممنون میشم 
763,سلام وقتتون بخیر 
763,من توی اون تایم یسری مشکلات برام پیش اومد نتونستم دوره رو ادامه بدم
763,خواستم ببینم الان میتونم ادامه بدم و اینکه اگه تایم دوره تموم بشه ویدیو های آموزشی برداشته نمیشن؟ که ما دوره رو ادامه بدیم؟
764,با سلام خدمت شما .من یکی از دانش آموزان دوره ی دوم رویداد کی برد هستم. من همون زمان که پیامک فرستادید در ازمون شرکت کردم .برای من یک یا دوروز پیش بود که پیامک ارسال شد که من در این رویداد قبول شدم.من فیلم اول رو دیروز نگاه کردم و الان که اومدم تمارینش رو بارگذاری کنم دیدم که مهلت ارسال تمام تمرین های فیلم هارو تا ساعت ۱۲ امشب باز گذاشتید .ببخشید با توجه به اینکه در صفحه ی اول سایت نوشته شده مهلت تا پایان فاز اموزشی اول ۱۰۴ روز میخواستم ببینم که ایا درسته که مهلت ارسال تکلیف تمام دوره ها تا ساعت ۱۲ امشب هست؟  چون دوروزه هنوز به من خبر دادند که در رویداد قبول شدم. ممنون میشم جواب بدید.
764,ممنون میشم جواب بدید
765,ا سلام خدمت شما .من یکی از دانش آموزان دوره ی دوم رویداد کی برد هستم. من همون زمان که پیامک فرستادید در ازمون شرکت کردم .برای من یک یا دوروز پیش بود که پیامک ارسال شد که من در این رویداد قبول شدم.من فیلم اول رو دیروز نگاه کردم و الان که اومدم تمارینش رو بارگذاری کنم دیدم که مهلت ارسال تمام تمرین های فیلم هارو تا ساعت ۱۲ امشب باز گذاشتید .ببخشید با توجه به اینکه در صفحه ی اول سایت نوشته شده مهلت تا پایان فاز اموزشی اول ۱۰۴ روز میخواستم ببینم که ایا درسته که مهلت ارسال تکلیف تمام دوره ها تا ساعت ۱۲ امشب هست؟ چون دوروزه هنوز به من خبر دادند که در رویداد قبول شدم. ممنون میشم جواب بدید.
765,چشم با سپاس از شما
766,سلام. امکان تمدید مهلت ارسال تمرین ها هست؟
766,سلام . من میخوام برنامه vscode رو به طور کامل از سیستم حذف کنم و دوباره نصب کنم . به طوری که اگر دوباره نصب کردم برنامه قبلی نباشه . چهطور میتونم این کار رو انجام بدم؟
767,سلام وقتتون بخیر ببخشید میشه لطفا یه تغییری در سوالات داخل محتوای اموزشی ایجاد کنید؟ خیلی راحت بهم میریزه و هرسه سوال از دست میره اگر بشه همه رو جداگانه اخرسر بذارید یا روش های دیگه خیلی عالی میشه.
767,ببخشید ویدیوی دوم یعنی جلسه اول قسمت دو هم همینطوره امکان پاسخگویی مجدد هست؟
767,?
767,و اینکه در نهایت بر اساس امتیاز ها افراد وارد مرحله بعد میشن؟
767,سلام وقتتون بخیر ببخشید پاورپوینت های آموزشی رو از کدام بخش سایت میتونم دانلود کنم؟
767,این بخش رو چک کردم پاور اموزشی نبود ممکنه دقیق تر بفرمایید؟
767,ممنونم
767,سلام در جواب پیامتون در شاد... قراره بخش چالش رو فعال کنید و بالاخره به چالش کشیده بشیم؟ امتیاز ها زیاد بشه و فعالیت های جدید؟
767,"سلام وقتتون بخیر ببخشید میخواستم بدونم ویدیو هاتون تا چه مدت در سایت قرار داره؟ چون من کمی سرم شلوغ شده و نمیرسم پیش بیام با رویداد اما میخواستم استفاده کنم از محتوا، بعد از پایان اموزش فاز اول حذف خواهند شد ویدیو ها؟"
768,سلام وقت بخیر  من امروز در رویداد ثبت نام کردم. میشه برای حل تمرینات تاریخ را تمدید بفرمایید؟ سپاسگزارم 
769,با سلام. آیا دیگر اعضای خانواده هم اجازه‌ی استفاده از محتوای آموزشی را دارند؟
769,باسلام. ببخشید من دیر ثبت نام کردم و محلت کمی برای انجام تمارین داشتم. اگر میشه تکالیف زیر رو برای من باز کنید تا محلتی برای انجامش داشته باشم. آموزش برنامه‌نویسی پایتون(3) قسمت 4 یادگیری نظارت‌شده قسمت 3 یادگیری نظارت‌شده قسمت ۴ یادگیری نظارت‌شده قسمت ۵ 
769,سلام. خیلی ممنون بابت راهنمایی هایتان. برادرم می خواست از مطالب استفاده کند. دانش آموز است اما چندان رغبتی به ثبت نام ندارد. آیا برایش مشکل شرعی ندارد اگر از محتوا ها استفاده کند؟
769,امسال نهم
769,ممنون از کمکتون. بهشون اطلاع می دم
769,سلام علیکم. خسته نباشید. ببخشید من برای جوین شدن کانال شاد با مشکل مواجه شدم. وقتی وارد لینک می شم ارور می ده.
769,خیلی ممنون. مشکل حل شد.
769,سلام 
769,سلام. من توی بازه ای که آزمون فعال بود موفق نشدم به برادرم اطلاع بدم برای همین برادرم نتونست توی آزمون بروسیه شرکت کنه. همچنین علاقه‌ای هم به شرکت در بخش رقابتی ندارند. صرفا برای یادگیری آیا اعضای خانواده در صورتی که محتوا را پخش نکنند اجازه استفاده از محتوای آموزشی را دارند؟
769,منظورم هم برادرمه هم باقی اعضای خانواده
769,سلام با عرض پوزش آیا طبق سوال قبل خانواده امکان استفاده از مطالب آموزشی را دارند؟
770,سلام ممکنه یک روز دیگه هم برای مهلت ارسال تمارین قائل بشید لطفا...
771,سلام وقت بخیر من کلاس دوازدهم هستم. من به همراه اکثر کسانی که دوره دوم متوسطه هستن باید کلاس های تابستانه در مدرسه بروند که برای دوازدهمی ها خیلی سخت تر هست و زمان بیشتری درگیرش هستیم. همچنین با توجه به ایام سوگواری امام حسین تقاضا دارم مهلت برای ارسال تمرین ها را دو سه هفته ای تمدید کنید تا ما هم به مدرسه بتونیم برسیم و هم رویداد رو خوب به جلو ببریم . ممنونم
772,سلام ببخشید من سوال آخر برایم باز قسمت اول برایم باز نمیشد جواب بدهم دیگر نمره را از دست میدهم؟
773,ببخشید پایان تمرینات امروز هست؟ من که نمیتوانم همه ی تمرینات را تا پایان امروز تمام کنم باید همه ی جلسات را تماشا کنم
774,سلام ممکنه یک روز دیگه هم برای مهلت ارسال تمارین قائل بشید لطفا...
774,کامپیوترم به مشکل برخورده و در ارسال تمارین خطا میده... نمی خوام امتیاز ها رو از دست بدم لطفا
774,لطفاً...
774,سلام این منابعی که اساتید معرفی می کنند را کجا میشه دید شون؟ چون هیچ لینک یا متنی برای ورود به این سایت و منابعی که معرفی کرده اند نگذاشتید.باید چیکار کنم برای دستبابی بهشون؟
774,https://kibordevents.com/signIn
774,سلام من جز برندگان توی قرعه کشی بودم که اسمم توی فایلی که توی کانال کی برد گذاشتین توی روبیکا هم بود گفته بودین که نحوه دریافت جایزه تون براتون پیامک میشه اما بعد از دو روز از پیام توی کانال روبیکا هنوز من پیامکی دریافت نکردم چرا؟
775,سلام من تازه به سایت برگشتم و واقعا تکمیل کردن 6 تا جلسه و تمریناش تو یه روز کار سختیه اگه میشه مهلت ارسال تمارین رو تمدید کنید 
775,"سلام بخش نمایش سوالات فاجعس مخصوصا وقتی دارم فیلما رو میبینم، چون بدون اینکه سوالو رو بیاره و من بتونم بببینم و جواب بدم فیلم از روشون رد میشه و بعد تموم میشه و سریع امتیازمو ثبت میکنه که قطعا وقتی سوالارو ندیدم  امتیازشونو نگرفتم.لطفا پیگیری کنید و اگه میشه جواب صحیح هم نمایش داده بشه که ببینیم درست زدیم یا نه"
775,درسته ممنونم بخاطر پاسخگویی و پشتیبانی قویتون
777,سلام وقت بخیر. در بخش اموزش پایتون یک قسمت سه در سوال اخر دو گزینه کاملا مشابه یکدیگر وجود دارد. 
777,سلام وقت بخیر.من به دلایلی(انجام تمرینات با تبلت و عدم دسترسی به لپ تاپ)نتونستم فایل تمرینات رو به صورت زیپ بفرستم ولی کدهای برنامه رو اسکرین شات گرفتم و توی فایل pdf قرار دادم و همه کد ها هم کار می کنند و تمارین کامل هستن. با توجه به شرایظ من ایا امتیاز این تمرین ها از من کم میشه؟ چون از چندین کافی نت و.. هم سوال کردم.امکان زیپ کردن فایل نبوده و حتما باید سیستمم رو تغییر بدم.
777,ایا در اینده نیز امتیازی بابت فایل هایی که تا الان فرستادم کسر نمی شود؟
777,سلام.من برای تمرین جسله دهم یه فایل csv رو با وی اس کد باز کردم که روش یه تغییراتی ایجاد کنم. ولی بعد از این کار تنظیمات وی اس کد به طور کامل بهم ریخته.تمام فایل هایی که ذخیره کرده بودم از دسترسم خارج شدن.حتی وثتی اونارو سرچ می کنم بازم نمیاره.وقتی می خوام فایل جدید بسازم اصلا یک فایل پایتونی ساخته نمیشه.حتی امکان نام گذاری و تغییر نام هم وجود نداره.کلا همه چی به هم ریخته. چرا؟چیکار کنم؟
777,سلام.من برای تمرین جسله دهم یه فایل csv رو با وی اس کد باز کردم که روش یه تغییراتی ایجاد کنم. ولی بعد از این کار تنظیمات وی اس کد به طور کامل بهم ریخته.تمام فایل هایی که ذخیره کرده بودم از دسترسم خارج شدن.حتی وثتی اونارو سرچ می کنم بازم نمیاره.وقتی می خوام فایل جدید بسازم اصلا یک فایل پایتونی ساخته نمیشه.حتی امکان نام گذاری و تغییر نام هم وجود نداره.کلا همه چی به هم ریخته. چرا؟چیکار کنم؟
777,سلام.من برای تمرین جسله دهم یه فایل csv رو با وی اس کد باز کردم که روش یه تغییراتی ایجاد کنم. ولی بعد از این کار تنظیمات وی اس کد به طور کامل بهم ریخته.تمام فایل هایی که ذخیره کرده بودم از دسترسم خارج شدن.حتی وثتی اونارو سرچ می کنم بازم نمیاره.وقتی می خوام فایل جدید بسازم اصلا یک فایل پایتونی ساخته نمیشه.حتی امکان نام گذاری و تغییر نام هم وجود نداره.کلا همه چی به هم ریخته. چرا؟چیکار کنم؟
